,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,price_category,rental_term,host_type
4826,Ludwigsvorstadt-Isarvorstadt,48.12878,11.55797,Private room,50.0,1,1,2,0,1,Low price,Short term,Commercial host
4827,Sendling,48.1142,11.54774,Entire home/apt,93.0,1,0,9,362,0,Middle price,Long term,Commercial host
4828,Sendling,48.1151,11.54956,Entire home/apt,88.0,1,2,9,353,2,Middle price,Long term,Commercial host
4829,Au-Haidhausen,48.12685,11.59208,Entire home/apt,150.0,1,0,1,365,0,Middle price,Long term,Private host
4830,Maxvorstadt,48.15669,11.56281,Private room,25.0,8,0,1,230,0,Low price,Long term,Private host
4831,Milbertshofen-Am Hart,48.17927,11.56814,Entire home/apt,60.0,1,0,1,89,0,Low price,Short term,Private host
4832,Neuhausen-Nymphenburg,48.15725,11.54741,Private room,65.0,1,0,1,333,0,Low price,Long term,Private host
4833,Milbertshofen-Am Hart,48.18753,11.56663,Entire home/apt,85.0,2,0,1,75,0,Middle price,Short term,Private host
4834,Schwabing-West,48.16596,11.57317,Private room,45.0,2,0,1,85,0,Low price,Short term,Private host
4835,Pasing-Obermenzing,48.1505,11.4606,Private room,51.0,1,1,1,333,1,Low price,Long term,Private host
4836,Au-Haidhausen,48.125736,11.579824,Entire home/apt,105.0,2,0,1,349,0,Middle price,Long term,Private host
4837,Obergiesing,48.1155705653354,11.58196830535408,Entire home/apt,56.0,2,0,2,73,0,Low price,Short term,Commercial host
4838,Obergiesing,48.11586,11.58099,Entire home/apt,54.0,3,1,2,69,1,Low price,Short term,Commercial host
4839,Schwabing-West,48.15702,11.5777,Entire home/apt,600.0,4,0,1,88,0,High price,Short term,Private host
4840,Neuhausen-Nymphenburg,48.15501,11.50536,Entire home/apt,50.0,30,0,1,332,0,Low price,Long term,Private host
4841,Maxvorstadt,48.1532,11.57361,Entire home/apt,45.0,25,0,1,275,0,Low price,Long term,Private host
4842,Sendling,48.11372,11.55001,Entire home/apt,87.0,1,1,9,361,1,Middle price,Long term,Commercial host
4843,Tudering-Riem,48.11573,11.69856,Entire home/apt,53.0,2,1,1,159,1,Low price,Medium term,Private host
4844,Sendling,48.12373,11.54257,Entire home/apt,129.0,3,0,1,11,0,Middle price,Short term,Private host
4845,Milbertshofen-Am Hart,48.1815,11.55426,Entire home/apt,29.0,1,1,1,24,1,Low price,Short term,Private host
4846,Ludwigsvorstadt-Isarvorstadt,48.12842,11.57169,Entire home/apt,55.0,7,1,1,100,1,Low price,Medium term,Private host
4847,Feldmoching-Hasenbergl,48.19623,11.52435,Private room,50.0,1,0,1,205,0,Low price,Long term,Private host
4848,Maxvorstadt,48.15015,11.57261,Entire home/apt,94.0,2,1,1,0,1,Middle price,Short term,Private host
4849,Ludwigsvorstadt-Isarvorstadt,48.1273,11.56022,Entire home/apt,50.0,10,0,1,291,0,Low price,Long term,Private host
4850,Bogenhausen,48.16199331329818,11.614468425468855,Entire home/apt,50.0,10,0,1,365,0,Low price,Long term,Private host
4851,Schwabing-Freimann,48.16629983823501,11.587379325178908,Entire home/apt,53.0,3,0,1,18,0,Low price,Short term,Private host
4852,Schwabing-Freimann,48.15893244851649,11.583173428666944,Private room,127.95864364865363,1,0,5,0,0,Middle price,Short term,Commercial host
4853,Schwabing-Freimann,48.15841,11.58497,Private room,127.95864364865363,1,0,5,0,0,Middle price,Short term,Commercial host
4854,Schwabing-Freimann,48.15815,11.58369,Private room,127.95864364865363,1,0,5,0,0,Middle price,Short term,Commercial host
4855,Schwabing-Freimann,48.16038348967303,11.58360148075958,Private room,127.95864364865363,1,0,5,0,0,Middle price,Short term,Commercial host
4856,Untergiesing-Harlaching,48.114996034151446,11.569803026278771,Private room,45.0,7,0,1,15,0,Low price,Short term,Private host
4857,Schwabing-West,48.17165331210084,11.565836241157724,Entire home/apt,71.0,2,1,1,13,1,Low price,Short term,Private host
4858,Milbertshofen-Am Hart,48.18500717024945,11.572819151510474,Entire home/apt,60.0,1,0,1,88,0,Low price,Short term,Private host
4859,Aubing-Lochhausen-Langwied,48.15631030257472,11.410138369817158,Entire home/apt,65.0,1,0,2,84,0,Low price,Short term,Commercial host
4860,Maxvorstadt,48.14673741793066,11.56927597838154,Entire home/apt,48.0,2,0,1,72,0,Low price,Short term,Private host
4861,Neuhausen-Nymphenburg,48.15807,11.5479,Private room,59.0,1,0,1,289,0,Low price,Long term,Private host
4862,Au-Haidhausen,48.12951714740016,11.605518388031983,Private room,30.0,3,1,1,10,1,Low price,Short term,Private host
4863,Bogenhausen,48.16798863271119,11.6342861335262,Entire home/apt,79.0,5,0,2,32,0,Low price,Short term,Commercial host
4864,Schwabing-Freimann,48.19931801061743,11.62671365829256,Private room,30.0,5,0,1,348,0,Low price,Long term,Private host
4865,Sendling,48.122185660477285,11.548174240519026,Entire home/apt,55.0,3,0,1,77,0,Low price,Short term,Private host
4866,Neuhausen-Nymphenburg,48.16204734748435,11.546800104021385,Entire home/apt,38.0,180,0,1,365,0,Low price,Long term,Private host
4867,Neuhausen-Nymphenburg,48.14836774507461,11.500602987327262,Entire home/apt,55.0,11,0,1,358,0,Low price,Long term,Private host
4868,Neuhausen-Nymphenburg,48.1544,11.53628,Entire home/apt,72.0,3,0,1,153,0,Low price,Medium term,Private host
4869,Pasing-Obermenzing,48.14477292201536,11.473397304970222,Private room,35.0,1,0,1,28,0,Low price,Short term,Private host
4870,Altstadt-Lehel,48.140553326667806,11.591012639000938,Entire home/apt,75.0,14,0,2,27,0,Low price,Short term,Commercial host
4871,Pasing-Obermenzing,48.144978,11.477925,Entire home/apt,30.0,7,0,1,59,0,Low price,Short term,Private host
4872,Altstadt-Lehel,48.13342689565116,11.57210768719119,Entire home/apt,73.0,1,2,1,7,2,Low price,Short term,Private host
4873,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,69.0,1,0,28,306,0,Low price,Long term,Commercial host
4874,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,69.0,2,0,28,355,0,Low price,Long term,Commercial host
4875,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,69.0,3,0,28,355,0,Low price,Long term,Commercial host
4876,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,52.0,7,0,28,355,0,Low price,Long term,Commercial host
4877,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,60.0,14,0,28,362,0,Low price,Long term,Commercial host
4878,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,99.0,1,0,28,304,0,Middle price,Long term,Commercial host
4879,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,99.0,2,0,28,350,0,Middle price,Long term,Commercial host
4880,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,99.0,3,0,28,350,0,Middle price,Long term,Commercial host
4881,Ludwigsvorstadt-Isarvorstadt,48.1311083176661,11.56491017342716,Private room,69.0,7,0,28,355,0,Low price,Long term,Commercial host
4882,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,74.0,14,0,28,350,0,Low price,Long term,Commercial host
4883,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,69.0,1,0,28,306,0,Low price,Long term,Commercial host
4884,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,69.0,2,0,28,355,0,Low price,Long term,Commercial host
4885,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,69.0,3,0,28,355,0,Low price,Long term,Commercial host
4886,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,69.0,7,0,28,355,0,Low price,Long term,Commercial host
4887,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,52.0,14,0,28,355,0,Low price,Long term,Commercial host
4888,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,99.0,1,0,28,306,0,Middle price,Long term,Commercial host
4889,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,99.0,2,0,28,355,0,Middle price,Long term,Commercial host
4890,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,99.0,3,0,28,355,0,Middle price,Long term,Commercial host
4891,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,99.0,7,0,28,355,0,Middle price,Long term,Commercial host
4892,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,74.0,14,0,28,355,0,Low price,Long term,Commercial host
4893,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,99.0,1,0,28,306,0,Middle price,Long term,Commercial host
4894,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,99.0,2,0,28,355,0,Middle price,Long term,Commercial host
4895,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,99.0,3,0,28,355,0,Middle price,Long term,Commercial host
4896,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,99.0,7,0,28,355,0,Middle price,Long term,Commercial host
4897,Ludwigsvorstadt-Isarvorstadt,48.132286,11.56528,Private room,74.0,14,0,28,355,0,Low price,Long term,Commercial host
4898,Bogenhausen,48.14444,11.60268,Entire home/apt,166.0,3,0,2,180,0,Middle price,Medium term,Commercial host
4899,Aubing-Lochhausen-Langwied,48.13895650858348,11.421787662270503,Private room,30.0,1,0,1,352,0,Low price,Long term,Private host
4900,Obergiesing,48.10980426481749,11.585162214826063,Entire home/apt,47.0,7,0,1,300,0,Low price,Long term,Private host
4901,Milbertshofen-Am Hart,48.20863324349138,11.568297855108469,Private room,60.0,3,0,4,347,0,Low price,Long term,Commercial host
4902,Neuhausen-Nymphenburg,48.15027779849775,11.505862175700951,Entire home/apt,96.0,8,0,3,39,0,Middle price,Short term,Commercial host
4903,Berg am Laim,48.12727,11.64098,Entire home/apt,77.0,1,1,2,77,1,Low price,Short term,Commercial host
4904,Neuhausen-Nymphenburg,48.166266962288006,11.4952085490943,Entire home/apt,60.0,90,0,1,358,0,Low price,Long term,Private host
4905,Untergiesing-Harlaching,48.11907031557463,11.574455786412187,Entire home/apt,70.0,1,0,1,15,0,Low price,Short term,Private host
4906,Sendling,48.114658,11.547641,Entire home/apt,120.0,1,0,2,308,0,Middle price,Long term,Commercial host
4907,Pasing-Obermenzing,48.144485,11.46565,Private room,39.0,14,0,2,365,0,Low price,Long term,Commercial host
4908,Obergiesing,48.118157916151006,11.58264661051422,Entire home/apt,53.0,8,0,1,37,0,Low price,Short term,Private host
4909,Altstadt-Lehel,48.141483599500006,11.589556386628622,Entire home/apt,248.0,7,0,1,364,0,High price,Long term,Private host
4910,Ludwigsvorstadt-Isarvorstadt,48.12703006751092,11.55825559525813,Private room,40.0,1,1,1,16,1,Low price,Short term,Private host
4911,Tudering-Riem,48.12596123296595,11.66890374442617,Entire home/apt,40.0,5,0,1,31,0,Low price,Short term,Private host
4912,Ramersdorf-Perlach,48.11765674041055,11.599147264487756,Entire home/apt,150.0,7,0,1,200,0,Middle price,Long term,Private host
4913,Maxvorstadt,48.14309606187318,11.54606242149443,Entire home/apt,99.0,1,1,5,10,1,Middle price,Short term,Commercial host
4914,Au-Haidhausen,48.12716233448137,11.590460225596935,Entire home/apt,58.0,25,0,1,34,0,Low price,Short term,Private host
4915,Maxvorstadt,48.14487039041053,11.541316675458171,Entire home/apt,349.0,2,0,1,357,0,High price,Long term,Private host
4916,Sendling,48.11281,11.55011,Entire home/apt,48.0,3,0,1,301,0,Low price,Long term,Private host
4917,Aubing-Lochhausen-Langwied,48.175595610640784,11.36680110157502,Entire home/apt,88.0,3,0,1,361,0,Middle price,Long term,Private host
4918,Maxvorstadt,48.15001648530844,11.57217310367874,Entire home/apt,95.0,4,0,1,75,0,Middle price,Short term,Private host
4919,Schwabing-Freimann,48.16266080386389,11.587221683227876,Entire home/apt,100.0,1,2,1,73,2,Middle price,Short term,Private host
4920,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09637758935377,11.530400914667933,Entire home/apt,65.0,3,0,1,145,0,Low price,Medium term,Private host
4921,Neuhausen-Nymphenburg,48.157683768666985,11.54395764475806,Entire home/apt,80.0,3,0,1,49,0,Middle price,Short term,Private host
4922,Sendling-Westpark,48.11062561457717,11.52135251343906,Private room,32.0,1,0,1,356,0,Low price,Long term,Private host
4923,Ludwigsvorstadt-Isarvorstadt,48.13184,11.564453,Private room,35.0,28,0,28,271,0,Low price,Long term,Commercial host
4924,Schwabing-Freimann,48.18721974060268,11.59049965005812,Entire home/apt,520.0,1,0,1,336,0,High price,Long term,Private host
4925,Ludwigsvorstadt-Isarvorstadt,48.13184,11.564453,Private room,50.0,14,0,28,345,0,Low price,Long term,Commercial host
4926,Aubing-Lochhausen-Langwied,48.1437666607469,11.422763727155424,Private room,20.0,1,1,6,341,1,Low price,Long term,Commercial host
4927,Pasing-Obermenzing,48.16243855459643,11.446040925233495,Entire home/apt,76.0,3,0,1,90,0,Low price,Short term,Private host
4928,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09660265316744,11.529506530032762,Entire home/apt,40.0,1,0,5,281,0,Low price,Long term,Commercial host
4929,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09669926103138,11.529197361132256,Entire home/apt,70.0,1,0,5,281,0,Low price,Long term,Commercial host
4930,Bogenhausen,48.138576586408135,11.619750830107366,Entire home/apt,169.0,2,0,1,89,0,Middle price,Short term,Private host
4931,Ramersdorf-Perlach,48.0999455577785,11.62981887313212,Private room,50.0,14,0,1,309,0,Low price,Long term,Private host
4932,Maxvorstadt,48.14125614276084,11.561842033917175,Entire home/apt,53.0,25,0,1,28,0,Low price,Short term,Private host
4933,Aubing-Lochhausen-Langwied,48.14474087639726,11.424281662998778,Private room,22.0,1,1,6,327,1,Low price,Long term,Commercial host
4934,Schwabing-West,48.168653410352846,11.57752681560053,Entire home/apt,76.0,5,0,2,254,0,Low price,Long term,Commercial host
4935,Obergiesing,48.08678594916799,11.598976481843566,Entire home/apt,120.0,1,0,1,171,0,Middle price,Medium term,Private host
4936,Schwabing-West,48.157047308181234,11.577710343702655,Entire home/apt,54.0,120,0,4,326,0,Low price,Long term,Commercial host
4937,Ludwigsvorstadt-Isarvorstadt,48.12531,11.56095,Entire home/apt,55.0,1,1,1,83,1,Low price,Short term,Private host
4938,Aubing-Lochhausen-Langwied,48.17021237119954,11.411256523467994,Entire home/apt,45.0,25,0,1,30,0,Low price,Short term,Private host
4939,Ludwigsvorstadt-Isarvorstadt,48.13879,11.55993,Private room,95.0,1,0,9,328,0,Middle price,Long term,Commercial host
4940,Schwabing-West,48.15975595749659,11.56623651788727,Entire home/apt,47.0,25,0,1,37,0,Low price,Short term,Private host
4941,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09495314222977,11.507237238868822,Entire home/apt,53.0,18,0,1,218,0,Low price,Long term,Private host
4942,Maxvorstadt,48.1471,11.56761,Entire home/apt,65.0,3,0,5,165,0,Low price,Medium term,Commercial host
4943,Au-Haidhausen,48.12325504349901,11.576721849263492,Entire home/apt,52.0,5,0,1,147,0,Low price,Medium term,Private host
4944,Neuhausen-Nymphenburg,48.14517767471727,11.536478031220216,Entire home/apt,160.0,2,0,1,338,0,Middle price,Long term,Private host
4945,Tudering-Riem,48.11888797953609,11.6934186785644,Entire home/apt,131.0,2,0,1,81,0,Middle price,Short term,Private host
4946,Neuhausen-Nymphenburg,48.1558052610926,11.546055142386331,Entire home/apt,61.0,2,0,1,316,0,Low price,Long term,Private host
4947,Pasing-Obermenzing,48.14429202832199,11.474017135080969,Private room,36.0,1,2,1,53,2,Low price,Short term,Private host
4948,Untergiesing-Harlaching,48.1124708377759,11.569821234295242,Entire home/apt,35.0,29,0,1,85,0,Low price,Short term,Private host
4949,Au-Haidhausen,48.1277,11.59986,Entire home/apt,101.0,1,0,1,62,0,Middle price,Short term,Private host
4950,Schwabing-Freimann,48.16654214743235,11.591174398833925,Entire home/apt,80.0,5,0,2,108,0,Middle price,Medium term,Commercial host
4951,Sendling,48.119331481385785,11.542763591502425,Entire home/apt,50.0,15,0,1,32,0,Low price,Short term,Private host
4952,Neuhausen-Nymphenburg,48.15263154673455,11.541341435737683,Entire home/apt,48.0,30,0,1,330,0,Low price,Long term,Private host
4953,Aubing-Lochhausen-Langwied,48.13304766840463,11.388659560382644,Private room,55.0,1,0,1,334,0,Low price,Long term,Private host
4954,Au-Haidhausen,48.13501,11.59442,Entire home/apt,100.0,3,0,1,162,0,Middle price,Medium term,Private host
4955,Sendling-Westpark,48.118698348006845,11.533091638471149,Entire home/apt,38.0,25,0,1,33,0,Low price,Short term,Private host
4956,Sendling-Westpark,48.117348805751625,11.525471037838097,Entire home/apt,34.0,25,0,1,33,0,Low price,Short term,Private host
4957,Maxvorstadt,48.14986,11.56663,Entire home/apt,84.0,5,0,1,76,0,Middle price,Short term,Private host
4958,Altstadt-Lehel,48.13289569818426,11.56752160641138,Private room,72.0,1,0,1,363,0,Low price,Long term,Private host
4959,Maxvorstadt,48.15236206152421,11.567526781595877,Entire home/apt,60.0,20,0,1,72,0,Low price,Short term,Private host
4960,Neuhausen-Nymphenburg,48.16113117901566,11.540660502828455,Entire home/apt,100.0,2,0,1,60,0,Middle price,Short term,Private host
4961,Au-Haidhausen,48.12084200281887,11.57447559723998,Entire home/apt,45.0,5,0,1,80,0,Low price,Short term,Private host
4962,Aubing-Lochhausen-Langwied,48.13922190971815,11.421393950025928,Entire home/apt,89.0,3,0,1,50,0,Middle price,Short term,Private host
4963,Maxvorstadt,48.14394586554609,11.541462147689732,Entire home/apt,66.0,25,0,1,26,0,Low price,Short term,Private host
4964,Sendling-Westpark,48.10636946682667,11.510155783850626,Private room,28.0,3,0,1,83,0,Low price,Short term,Private host
4965,Schwabing-Freimann,48.15705428057923,11.584421170982674,Entire home/apt,39.0,4,0,1,6,0,Low price,Short term,Private host
4966,Feldmoching-Hasenbergl,48.199299771609766,11.526302809097125,Entire home/apt,70.0,1,1,1,352,1,Low price,Long term,Private host
4967,Altstadt-Lehel,48.13606098553508,11.580603426669413,Entire home/apt,80.0,4,0,1,14,0,Middle price,Short term,Private host
4968,Pasing-Obermenzing,48.16532235765197,11.48842126288695,Private room,60.0,6,0,8,352,0,Low price,Long term,Commercial host
4969,Ludwigsvorstadt-Isarvorstadt,48.13741655506832,11.55199837719796,Entire home/apt,94.0,2,0,1,5,0,Middle price,Short term,Private host
4970,Milbertshofen-Am Hart,48.183450514222486,11.571896314606091,Entire home/apt,63.0,1,0,1,2,0,Low price,Short term,Private host
4971,Schwabing-West,48.17272,11.56377,Entire home/apt,38.0,6,0,1,12,0,Low price,Short term,Private host
4972,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.097435053525054,11.508023541279956,Entire home/apt,70.0,3,0,1,90,0,Low price,Short term,Private host
4973,Bogenhausen,48.15009715980516,11.614836345456926,Private room,35.0,5,0,2,11,0,Low price,Short term,Commercial host
4974,Obergiesing,48.11898774562597,11.583702013680108,Entire home/apt,77.0,90,0,1,338,0,Low price,Long term,Private host
4975,Laim,48.132470445510165,11.519759305590672,Entire home/apt,47.0,5,0,1,365,0,Low price,Long term,Private host
4976,Schwabing-Freimann,48.160324263730026,11.584679272179509,Entire home/apt,80.0,5,0,1,29,0,Middle price,Short term,Private host
4977,Berg am Laim,48.13237625530946,11.631000009423538,Entire home/apt,86.0,7,0,1,38,0,Middle price,Short term,Private host
4978,Au-Haidhausen,48.12783333109592,11.603078194136186,Entire home/apt,128.0,1,0,1,2,0,Middle price,Short term,Private host
4979,Untergiesing-Harlaching,48.11811116889521,11.57379241361673,Entire home/apt,76.0,5,0,1,20,0,Low price,Short term,Private host
4980,Schwabing-Freimann,48.166629906694304,11.582596558995933,Entire home/apt,64.0,3,0,2,348,0,Low price,Long term,Commercial host
